time [Myr],wd1 [m],wd2 [m],wd3 [m],wd4 [m]
0.5608,-0.8149369370630062,-0.8042531033107849,9.621732260026782,41.08552527691751
0.561,-0.808936937063006,-0.7982531033107847,9.5595614538285,41.09123877804069
0.5612,-0.8029369370630057,-0.7922531033107845,9.494552826075058,41.096898111574674
0.5614,-0.7969369370630055,-0.7862531033107842,9.500552826075058,41.09024784734206
0.5616,-0.7909369370630053,-0.780253103310784,9.506552826075058,41.09624784734206
0.5618,-0.784936937063005,-0.7742531033107838,9.442496290174212,41.10224784734206
0.562,-0.7789369370630048,-0.7682531033107836,9.448496290174212,41.09563699619182
0.5622,-0.7729369370630046,-0.7622531033107833,9.373131020745333,41.089169097192915
0.5624,-0.7669369370630044,-0.7562531033107831,9.303751975425897,41.082167550043636
0.5626,-0.7609369370630041,-0.7502531033107829,9.309751975425897,41.07541505285651
0.5628,-0.7549369370630039,-0.7442531033107826,9.315751975425897,41.06891093656926
0.563,-0.7489369370630108,-0.7382531033107895,9.317003714559895,41.062052872991075
0.5632,-0.7429369370630035,-0.7322531033107822,9.239893907532462,41.055812063314846
0.5634,-0.7369369370630032,-0.726253103310782,9.245893907532462,41.0484958427447
0.5636,-0.730936937063003,-0.7202531033107817,9.181062748337922,41.04176499191458
0.5638,-0.7249369370630099,-0.7142531033107886,9.179747719264455,41.035028313626064
0.564,-0.7189369370630097,-0.7082531033107884,9.185747719264455,41.02828742079575
0.5642,-0.7129369370630023,-0.7022531033107811,9.191747719264455,41.021541940944395
0.5644,-0.7069369370630021,-0.6962531033107808,9.197747719264456,41.01425205475942
0.5646,-0.700936937063009,-0.6902531033107877,9.120277388963238,41.00697691802959
0.5648,-0.6949369370630087,-0.6842531033107875,9.126277388963238,41.000268304839295
0.565,-0.6889369370630085,-0.6782531033107873,9.132277388963239,41.00565419264007
0.5652,-0.6829369370630083,-0.672253103310787,9.138277388963239,41.01165419264007
0.5654,-0.6769369370630081,-0.6662531033107868,9.14427738896324,41.01765419264007
0.5656,-0.6709369370630078,-0.6602531033107866,9.06370553038758,41.00435055042807
0.5658,-0.6649369370630076,-0.6542531033107863,9.069566461920232,40.99109613102105
0.566,-0.6589369370630074,-0.6482531033107932,9.075454116324067,40.997096131021046
0.5662,-0.6529369370630072,-0.6422531033107859,9.059866513715484,41.003096131020975
0.5664,-0.6469369370630069,-0.6362531033107857,9.044160155127557,41.009096131020904
0.5666,-0.6409369370630067,-0.6302531033107854,9.029070021129378,41.01509613102084
0.5668,-0.6349369370630065,-0.6242531033107923,9.009369430439456,41.021096131020826
0.567,-0.6289369370630062,-0.6182531033107921,8.994090353926353,41.00690518110568
0.5672,-0.622936937063006,-0.6122531033107848,8.978216238045412,41.012675003171005
0.5674,-0.6169369370630058,-0.6062531033107845,8.961629890715606,40.998694565164286
0.5676,-0.6109369370630056,-0.6002531033107914,8.945016195884534,40.98501525758057
0.5678,-0.6049369370630053,-0.5942531033107912,8.929046696775757,40.99101525758057
0.568,-0.5989369370630051,-0.588253103310791,8.91352035483569,40.98478713949726
0.5682,-0.5929369370630049,-0.5822531033107907,8.897770052006187,40.97833232299297
0.5684,-0.5869369370630046,-0.5762531033107905,8.875766549882648,40.98433232299297
0.5686,-0.5809369370630044,-0.5702531033107903,8.858822399683348,40.9709417924947
0.5688,-0.5749369370630042,-0.56425310331079,8.83650284409056,40.95660113028348
0.569,-0.568936937063004,-0.5582531033107898,8.819142948853973,40.94228793786649
0.5692,-0.5629369370630037,-0.5522531033107896,8.802372710195108,40.948052852449116
0.5694,-0.5569369370630035,-0.5462531033107894,8.784732749483517,40.95405285244912
0.5696,-0.5509369370630033,-0.5402531033107891,8.790732749483517,40.96005285244912
0.5698,-0.5449369370630102,-0.5342531033107889,8.68964075207056,40.965851984900745
0.57,-0.5389369370630099,-0.5282531033107887,8.69564075207056,40.971851984900745
0.5702,-0.5329369370630026,-0.5222531033107884,8.700248148967738,40.965542195921095
0.5704,-0.5269369370630024,-0.5162531033107882,8.599817406576769,40.97103698204352
0.5706,-0.5209369370630093,-0.510253103310788,8.605817406576762,40.97703698204352
0.5708,-0.514936937063009,-0.5042531033107878,8.611817406576762,40.98273876886744
0.571,-0.5089369370630088,-0.49825310331078754,8.515343488989956,40.988722312505644
0.5712,-0.5029369370630015,-0.4922531033107873,8.421770450985967,40.99470582916548
0.5714,-0.49693693706300834,-0.4862531033107871,8.42777045098596,41.00068930877235
0.5716,-0.4909369370630081,-0.48025310331078686,8.33723533597447,41.006689308772295
0.5718,-0.4849369370630079,-0.47425310331078663,8.34323533597447,41.01268930877224
0.572,-0.47893693706300766,-0.4682531033107864,8.25424041513962,41.01868930877219
0.5722,-0.47293693706300743,-0.4622531033107862,8.26024041513962,41.02468930877214
0.5724,-0.4669369370630072,-0.45625310331078595,8.26624041513962,41.03068930877209
0.5726,-0.460936937063007,-0.4502531033107857,8.27224041513962,41.03668930877205
0.5728,-0.45493693706300675,-0.4442531033107855,8.264139058539499,41.042689308772
0.573,-0.4489369370630065,-0.43825310331078526,8.25616987261644,41.048689308772
0.5732,-0.4429369370630063,-0.43225310331078504,8.243444385439268,41.054689308772005
0.5734,-0.43693693706300607,-0.4262531033107848,8.235548062514255,41.060689308772005
0.5736,-0.43093693706300584,-0.4202531033107846,8.222274381447534,41.06668930877199
0.5738,-0.4249369370630056,-0.41425310331078435,8.22214483411377,41.07268930877195
0.574,-0.4189369370630054,-0.4082531033107841,8.121466067663583,41.07868930877191
0.5742,-0.41293693706300516,-0.4022531033107839,8.02359425615834,41.084689308771914
0.5744,-0.40693693706300493,-0.39625310331078367,8.02959425615834,41.09068930877187
0.5746,-0.4009369370630047,-0.39025310331078344,8.03559425615834,41.096689308771836
0.5748,-0.3949369370630045,-0.3842531033107832,8.04159425615834,41.102689308771836
0.575,-0.38893693706300425,-0.378253103310783,8.026060701218306,41.1086893087718
0.5752,-0.382936937063004,-0.37225310331078276,8.011650767020939,41.114689308771766
0.5754,-0.3769369370630038,-0.36625310331078254,8.017650767020939,41.12068930877173
0.5756,-0.37093693706300357,-0.3602531033107823,7.924839615601151,41.12668930877173
0.5758,-0.36493693706300334,-0.3542531033107821,7.930839615601151,41.1326893087717
0.576,-0.3589369370630102,-0.34825310331078896,7.936839615601151,41.13868930877166
0.5762,-0.3529369370630029,-0.3422531033107816,7.942839615601152,41.14468930877166
0.5764,-0.34693693706300266,-0.3362531033107814,7.8456025105710125,41.15068930877166
0.5766,-0.34093693706300243,-0.33025310331078117,7.851602510571013,41.145371195377834
0.5768,-0.3349369370630093,-0.32425310331078805,7.766950870222161,41.15137119537783
0.577,-0.3289369370630091,-0.3182531033107878,7.675595948380376,41.15737119537779
0.5772,-0.32293693706300175,-0.3122531033107805,7.673996055653674,41.1633711953778
0.5774,-0.31693693706300863,-0.30625310331078737,7.575007019264035,41.169371195377764
0.5776,-0.3109369370630084,-0.30025310331078714,7.486890963123578,41.175371195377764
0.5778,-0.3049369370630082,-0.2942531033107869,7.492792255955024,41.181371195377764
0.578,-0.29893693706300795,-0.2882531033107867,7.395908150103935,41.187371195377736
0.5782,-0.2929369370630077,-0.28225310331078646,7.302982003042317,41.19314831823148
0.5784,-0.2869369370630075,-0.27625310331078623,7.213865673489629,41.19914831823145
0.5786,-0.28093693706300726,-0.270253103310786,7.219448115738437,41.20514831823142
0.5788,-0.27493693706300704,-0.2642531033107858,7.138219942656271,41.21114831823142
0.579,-0.2689369370630068,-0.25825310331079265,7.0515851297391094,41.21714831823142
0.5792,-0.2629369370630066,-0.2522531033107853,7.048609342503255,41.223148318231424
0.5794,-0.25693693706300635,-0.2462531033107851,7.054599630691264,41.229148318231424
